Ticker,Industry,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
NDAQ,Financial,S&P 500,23.24,2.23,0.30%,490.78M,1.65%,25.72B,18.03,3.64%,-0.53%,340.88M,4.41%,1.10B,6.15,0.68,77.70%,1.48% / 1.35,-6.19%,6.11B,4.21,-3.80%,0.05%,5.03M,-11.36%,12.70,4.08,4.90%,60.09,-19.81%,11.35,4.57,3.78%,18.10%,48.65 - 69.22,-15.57%,0.88,16.59,12.40%,10.50%,-25.17%,0.9,1.70%,1.60,9.50%,59.60%,6.47%,0.89,6565,1.60,-7.70%,25.20%,59.09,1.63% 1.57%,Yes,1.59,-12.50%,18.10%,0.9,51.67,Yes,1.57,Jul 19 BMO,36.50%,3.74M,51.8,2.40,2.48%,1.94%,-8.79%,"3,379,879",0.25%
SBUX,Consumer Cyclical,"NDX, S&P 500",29.61,3.28,0.10%,1.15B,-3.72%,112.11B,23.77,18.38%,-0.12%,1.12B,-3.62%,3.78B,1.82,0.97,72.10%,1.40% / 2.37,-9.21%,35.02B,3.2,-20.00%,2.09%,15.74M,-9.59%,-7.29,-,13.30%,114.07,10.05%,3.14,30.97,16.30%,-44.20%,81.67 - 115.48,-1.99%,2.12,37.58,7.50%,57.90%,-15.80%,0.93,2.18%,0.60,7.60%,26.50%,19.05%,1.77,402000,0.80,12.50%,15.30%,37.26,1.53% 1.69%,Yes,-,25.10%,10.80%,0.62,96.57,Yes,-,Aug 01 AMC,47.00%,6.63M,97.23,2.50,-3.82%,-3.00%,-4.72%,"4,124,786",0.68%
BRK-B,Financial,S&P 500,-,-,0.37%,1.31B,-1.62%,768.47B,19.34,5.90%,-0.42%,1.30B,1.72%,-,-,4.85,65.17%,0.48% / 1.90,6.91%,332.94B,2.31,23.10%,-,6.27M,14.40%,-,-,-,414.00,15.87%,-,-,23.30%,-,259.85 - 364.63,14.13%,-,-,10.88%,-,-3.31%,0.86,-,-,-,-,35.68%,4.7,383000,-,21.40%,-,52.22,1.09% 1.27%,Yes,-,-,-,0.87,353.19,Yes,-,Aug 07 BMO,-,3.31M,352.56,2.70,-0.28%,2.18%,10.16%,"2,869,412",-0.18%
USB,Financial,S&P 500,10.24,3.60,0.15%,1.56B,-6.64%,57.40B,8.50,-2.63%,1.61%,1.55B,-5.88%,5.44B,1.71,1.05,74.10%,2.59% / 2.92,20.83%,25.19B,2.28,-27.70%,-0.66%,40.25M,-24.12%,30.14,1.22,0.80%,44.33,-24.86%,45.34,0.81,6.00%,12.30%,27.27 - 49.95,-15.52%,1.92,3.94,4.40%,13.70%,-26.25%,1.0,5.21%,-,4.60%,-,35.09%,1.01,76646,-,96.80%,57.00%,43.5,1.82% 2.43%,Yes,0.98,-15.10%,21.60%,0.6,36.81,Yes,0.98,Jul 19 BMO,52.80%,13.79M,36.84,2.30,-5.31%,2.70%,-6.39%,"8,247,004",0.08%
ALLE,Industrials,S&P 500,18.42,5.84,0.10%,87.90M,-3.39%,9.44B,14.97,6.28%,19.77%,87.44M,-13.63%,515.40M,1.74,1.73,97.60%,2.46% / 2.70,-2.59%,3.61B,2.61,-2.80%,1.71%,2.16M,-9.36%,12.95,8.31,12.70%,127.08,-0.87%,3.68,29.25,10.60%,52.70%,87.33 - 128.36,2.25%,1.80,18.83,8.90%,17.20%,-16.15%,1.12,1.67%,1.20,6.30%,41.90%,23.25%,2.64,12300,1.90,18.00%,18.60%,34.64,2.58% 2.25%,Yes,1.81,23.20%,14.30%,1.13,105.87,Yes,1.80,Jul 26 BMO,29.40%,799.15K,107.63,2.50,-6.05%,-8.10%,-3.35%,"907,029",1.66%
PG,Consumer Defensive,"DJIA, S&P 500",25.86,5.90,0.11%,2.36B,-2.85%,357.50B,22.08,7.97%,-9.13%,2.35B,1.32%,14.37B,3.83,1.71,65.50%,0.64% / 2.34,0.01%,82.01B,4.36,1.60%,-1.26%,14.96M,11.23%,19.46,7.84,12.10%,166.49,2.21%,3.52,43.35,6.76%,32.50%,122.18 - 158.38,0.65%,3.76,25.93,8.70%,18.00%,-3.69%,0.41,2.47%,0.40,4.20%,47.90%,24.85%,2.02,107000,0.60,5.30%,22.10%,44.82,1.29% 1.28%,Yes,0.75,12.90%,17.50%,0.85,152.11,Yes,0.53,Jul 28 BMO,60.70%,6.39M,152.54,2.30,-1.71%,0.73%,3.31%,"5,444,345",0.28%
DISH,Communication Services,-,2.41,2.78,0.40%,533.01M,-17.00%,3.61B,109.67,-92.04%,253.84%,249.46M,-7.72%,1.77B,-,0.09,82.90%,22.05% / 4.09,-3.88%,16.01B,0.23,-4.60%,-0.78%,55.01M,-52.55%,34.54,0.19,3.40%,15.29,-63.50%,3.31,2.02,-,9.90%,5.83 - 19.89,-52.35%,-,-,15.30%,3.30%,-66.36%,1.82,-,0.60,3.00%,29.80%,14.75%,0.45,14200,0.60,-7.10%,8.70%,38.65,4.17% 6.42%,Yes,1.16,-61.80%,11.10%,0.62,6.92,Yes,1.10,Aug 08 BMO,0.00%,13.44M,6.69,2.70,-12.57%,-5.77%,-36.53%,"8,297,396",-3.32%
LNC,Financial,S&P 500,-,-17.62,0.20%,170.17M,-3.95%,4.29B,3.32,9.55%,2.41%,168.11M,-5.99%,-2989.00M,-,1.72,81.70%,4.22% / 2.80,20.27%,17.12B,0.25,-231.30%,2.23%,7.10M,-25.30%,28.40,0.91,-0.90%,25.92,-48.25%,22.63,1.14,7.90%,-70.70%,18.50 - 54.59,-16.18%,1.80,3.98,-42.20%,-16.90%,-52.83%,1.8,6.99%,-,5.60%,-,39.19%,0.94,11316,-,-2.90%,-19.20%,43.16,2.66% 3.58%,Yes,1.34,-39.10%,-17.50%,0.84,25.4,Yes,1.23,Aug 02 AMC,-,2.54M,25.75,3.10,-5.33%,-1.04%,-8.28%,"2,124,277",1.38%
HCA,Healthcare,S&P 500,13.23,20.34,0.10%,274.49M,-0.20%,72.76B,13.19,10.75%,-12.93%,199.97M,-6.23%,5.77B,1.32,4.12,66.80%,1.01% / 1.55,-3.71%,61.92B,1.18,-9.50%,-2.43%,2.03M,2.24%,-8.39,-,11.00%,321.18,28.73%,3.19,84.41,10.05%,-211.10%,178.32 - 304.86,12.12%,2.40,14.75,23.10%,20.50%,-11.75%,1.6,0.89%,1.00,6.70%,84.40%,50.87%,5.3,207000,1.20,7.00%,15.00%,39.9,1.78% 1.89%,Yes,-,9.90%,9.30%,0.75,265.61,Yes,-,Jul 27 BMO,11.20%,1.31M,269.04,1.80,-1.46%,-5.06%,2.99%,"977,885",1.29%
BK,Financial,S&P 500,12.80,3.44,0.10%,787.72M,-4.33%,34.19B,8.58,7.21%,-5.94%,777.72M,-3.53%,2.76B,1.69,1.16,85.50%,0.72% / 1.20,7.16%,14.35B,2.38,-30.10%,-0.02%,5.62M,-14.17%,45.82,0.96,0.70%,53.59,-1.76%,238.40,0.18,7.56%,7.70%,36.22 - 52.26,-3.30%,1.68,4.02,-0.90%,4.00%,-15.77%,1.07,3.82%,-,10.20%,-,21.54%,0.88,53200,-,350.70%,29.20%,43.04,1.47% 1.79%,Yes,0.94,27.00%,19.30%,0.56,44.1,Yes,0.94,Jul 18 BMO,42.80%,4.67M,44.02,2.20,-2.69%,-1.38%,-2.75%,"2,614,348",-0.18%
CTRA,Energy,S&P 500,7.00,3.97,0.10%,755.00M,-0.96%,20.87B,10.49,19.29%,-2.70%,745.29M,3.35%,3.11B,-,0.42,97.40%,3.86% / 4.15,9.16%,7.76B,2.69,121.00%,0.62%,28.80M,14.58%,16.77,1.66,15.40%,30.39,-2.08%,1.12,24.82,-11.26%,24.60%,22.25 - 31.38,14.77%,1.65,6.23,79.40%,27.80%,-11.49%,0.28,5.94%,1.70,38.70%,86.00%,24.85%,0.62,981,1.70,-53.90%,51.30%,57.8,1.47% 2.02%,Yes,0.17,-82.00%,40.00%,1.01,27.93,Yes,0.17,Aug 07 AMC,65.00%,6.94M,27.78,2.60,0.95%,6.53%,9.78%,"7,003,088",-0.54%
SCHW,Financial,S&P 500,17.28,3.44,6.34%,1.82B,-7.12%,109.11B,14.22,28.84%,-0.12%,1.66B,-12.39%,6.41B,1.72,0.77,88.50%,1.74% / 2.50,15.01%,25.07B,4.35,24.00%,-0.58%,28.85M,-25.91%,15.36,3.88,1.20%,74.81,-21.12%,25.99,2.29,10.07%,23.60%,45.00 - 86.63,-28.51%,1.00,10.22,16.30%,1.70%,-31.29%,0.93,1.68%,-,20.00%,82.80%,32.27%,1.4,36600,-,23.00%,36.20%,36.47,1.91% 1.88%,Yes,13.44,-25.90%,25.60%,0.52,59.77,Yes,2.27,Jul 18 BMO,27.20%,11.52M,59.52,2.00,-7.95%,-0.88%,-10.47%,"5,946,254",-0.42%
VRSN,Technology,S&P 500,29.76,6.76,1.10%,103.90M,-2.24%,20.56B,24.72,14.24%,-10.69%,102.16M,-5.74%,713.40M,3.72,1.81,95.50%,0.89% / 1.93,-10.88%,1.46B,14.06,-10.80%,-2.19%,0.90M,-2.93%,-15.57,-,41.30%,227.45,-1.68%,9.16,21.98,8.00%,-45.20%,169.24 - 229.72,-2.00%,-,24.01,10.70%,326.40%,-12.35%,0.96,-,0.90,4.10%,86.30%,18.97%,3.47,914,0.90,5.70%,66.50%,32.41,1.65% 1.65%,Yes,-,16.10%,48.80%,0.65,201.11,Yes,-,Jul 27 AMC,0.00%,468.22K,201.34,2.50,-3.02%,-6.49%,-3.86%,"304,970",0.11%
MCK,Healthcare,S&P 500,15.66,26.84,0.10%,136.50M,-4.46%,55.93B,13.71,12.92%,-42.65%,134.70M,0.40%,3.75B,1.57,6.12,89.30%,1.18% / 1.96,5.67%,284.04B,0.2,245.10%,-1.28%,1.59M,15.58%,-11.74,-,5.90%,472.86,14.44%,19.81,21.22,9.97%,-195.30%,331.75 - 441.00,12.08%,2.48,12.52,53.40%,93.00%,-4.66%,0.59,0.59%,0.50,5.80%,4.40%,26.73%,8.46,45000,0.90,10.90%,1.60%,50.18,1.68% 1.84%,Yes,-,33.60%,1.30%,1.02,416.95,Yes,-,Aug 02 AMC,7.80%,815.03K,420.43,1.90,0.15%,1.64%,10.27%,"833,306",0.83%
JKHY,Technology,S&P 500,32.45,4.78,0.50%,72.94M,-9.71%,11.30B,29.12,9.52%,0.83%,72.34M,-9.83%,349.30M,4.33,1.18,94.10%,4.32% / 5.29,2.87%,2.03B,5.58,20.00%,0.59%,3.13M,-6.13%,21.09,7.35,13.70%,173.42,-21.42%,0.36,424.99,7.50%,23.70%,139.28 - 205.21,-11.69%,2.08,53.53,11.00%,24.40%,-24.45%,0.65,1.34%,1.50,7.00%,40.90%,11.31%,4.14,6847,1.50,6.30%,22.70%,28.5,3.44% 2.14%,Yes,0.24,-3.80%,17.20%,1.32,154.84,Yes,0.24,Aug 15 AMC,41.50%,590.66K,155.03,2.60,-8.42%,-6.76%,-7.24%,"780,537",0.12%
EQIX,Real Estate,S&P 500,86.53,8.66,0.10%,93.53M,-3.15%,70.15B,72.16,13.27%,-29.76%,93.28M,-7.49%,806.40M,4.59,2.11,96.50%,1.55% / 3.18,3.96%,7.73B,9.08,38.60%,0.71%,1.44M,3.82%,128.55,5.83,2.60%,840.55,6.06%,25.03,29.95,18.85%,6.90%,494.89 - 821.63,14.46%,13.64,150.92,68.00%,4.10%,-8.75%,0.65,1.82%,2.00,10.70%,48.60%,51.50%,14.96,12097,2.00,11.10%,17.20%,34.59,1.34% 1.81%,Yes,1.30,-6.90%,10.40%,0.64,753.84,Yes,1.29,Aug 02 AMC,146.20%,453.62K,749.77,2.10,-4.47%,-3.86%,4.78%,"289,724",-0.54%
KR,Consumer Defensive,S&P 500,13.67,3.48,0.70%,717.00M,-2.88%,34.21B,10.55,-0.33%,-4.41%,712.71M,-0.61%,2.52B,1.71,0.92,81.30%,2.71% / 3.75,-3.57%,148.82B,0.23,40.70%,-0.01%,19.33M,8.48%,15.21,3.13,5.10%,50.86,-2.02%,3.66,13.00,8.00%,24.90%,41.81 - 52.00,6.71%,1.16,11.82,23.40%,14.80%,-8.52%,0.48,2.44%,0.40,3.90%,21.60%,13.76%,0.83,430000,0.80,1.30%,2.70%,45.42,1.87% 1.63%,Yes,1.23,47.00%,1.70%,0.92,46.74,Yes,1.11,Jun 15 BMO,28.10%,5.16M,47.57,2.40,-2.12%,0.30%,1.39%,"4,719,493",1.78%
ENPH,Technology,"NDX, S&P 500",33.13,3.93,1.20%,136.61M,-3.59%,17.94B,19.69,29.92%,3.06%,132.86M,-25.91%,572.60M,1.30,1.04,81.20%,7.56% / 2.67,-20.39%,2.80B,6.41,170.30%,8.19%,10.04M,-35.73%,7.12,18.31,18.10%,208.88,-55.54%,13.08,9.96,25.56%,67.80%,130.40 - 339.92,-50.81%,-,20.73,86.70%,18.60%,-61.66%,1.52,-,3.20,52.10%,43.90%,-0.05%,6.11,2821,3.40,34.10%,22.50%,27.61,3.30% 3.65%,Yes,1.33,102.30%,20.50%,0.77,131.44,Yes,1.23,Jul 27 AMC,0.00%,3.76M,130.34,2.20,-12.27%,-20.20%,-39.16%,"2,886,298",-0.84%
SPG,Real Estate,S&P 500,17.58,6.58,0.10%,327.19M,-2.75%,37.82B,18.18,4.90%,1.96%,324.25M,-6.59%,2.15B,2.04,1.55,83.00%,1.60% / 3.57,9.53%,5.44B,6.96,-4.70%,-1.80%,5.19M,-7.04%,8.65,13.36,6.50%,131.57,2.45%,2.56,45.16,8.60%,72.50%,86.02 - 133.08,-1.60%,7.60,12.18,0.90%,9.20%,-13.13%,1.55,6.57%,-,-0.90%,81.30%,34.39%,2.31,2500,-,7.00%,48.90%,38.73,1.80% 1.67%,Yes,8.83,-1.70%,39.60%,0.8,114.15,Yes,8.83,Aug 02 AMC,109.50%,1.45M,115.6,2.40,-4.30%,-1.75%,-0.26%,"1,170,203",1.27%
XEL,Utilities,"NDX, S&P 500",18.45,3.15,0.10%,551.00M,-2.53%,31.99B,16.22,7.27%,-7.78%,550.65M,-9.87%,1.73B,2.75,1.29,79.90%,1.05% / 1.54,-11.66%,15.24B,2.1,7.30%,0.35%,5.80M,-13.48%,30.70,1.90,2.80%,69.55,-24.36%,0.50,116.31,6.70%,10.40%,56.89 - 77.66,-17.00%,2.08,-,6.60%,6.20%,-25.07%,0.43,3.57%,0.70,6.10%,86.80%,2.29%,1.0,11982,0.80,-11.70%,16.00%,26.29,1.31% 1.58%,Yes,1.52,-13.10%,11.40%,0.97,58.17,Yes,1.42,Jul 27 BMO,62.80%,3.75M,58.19,2.60,-5.27%,-6.88%,-12.73%,"3,636,229",0.03%
LLY,Healthcare,S&P 500,75.91,7.20,10.90%,949.30M,3.44%,511.90B,43.33,33.03%,-2.45%,947.82M,17.81%,6.50B,3.06,2.90,84.80%,0.50% / 1.64,24.79%,29.52B,17.34,12.80%,0.67%,4.78M,67.58%,12.30,44.41,-,547.45,72.47%,3.02,180.94,24.84%,-,296.32 - 552.87,49.36%,4.52,159.40,10.10%,24.40%,-1.16%,0.29,0.83%,0.90,7.40%,77.80%,84.41%,12.98,39000,1.10,28.10%,-,76.65,2.33% 2.07%,Yes,1.70,85.10%,-,1.02,537.66,Yes,1.64,Aug 08 BMO,58.73%,2.91M,546.43,1.90,12.36%,17.25%,39.88%,"2,957,076",1.63%
COO,Healthcare,S&P 500,63.56,5.80,0.55%,49.50M,-1.48%,18.43B,25.74,11.94%,-12.75%,49.23M,-5.84%,288.40M,6.36,3.49,103.35%,1.42% / 2.27,-4.88%,3.43B,5.38,-86.90%,-3.97%,0.70M,7.34%,149.05,2.48,2.50%,407.38,12.12%,2.24,164.66,10.00%,4.00%,244.21 - 399.62,11.58%,0.06,47.58,0.60%,4.20%,-7.67%,0.91,0.02%,0.90,9.10%,65.30%,51.08%,6.49,14000,1.70,5.70%,14.30%,33.32,1.78% 1.58%,Yes,0.36,-68.60%,8.40%,0.84,368.08,Yes,0.35,Aug 30 AMC,1.00%,308.63K,368.96,2.40,-3.99%,-2.66%,4.51%,"259,915",0.24%
CTLT,Healthcare,S&P 500,382.41,0.12,0.50%,181.00M,-3.54%,8.06B,38.44,14.71%,-0.81%,179.52M,-6.77%,21.00M,90.99,0.10,106.31%,6.41% / 3.33,38.02%,4.50B,1.79,-12.80%,-7.11%,11.51M,-38.29%,25.98,1.71,0.20%,50.15,-59.08%,1.39,31.97,4.20%,0.40%,31.45 - 108.50,-1.44%,-,-,25.70%,7.20%,-59.12%,1.24,-,1.30,18.30%,28.60%,41.05%,1.56,19000,1.80,-18.50%,4.10%,42.67,2.99% 3.30%,Yes,1.03,-261.00%,0.50%,1.36,44.2,Yes,0.91,Jun 12 BMO,0.00%,3.45M,44.36,2.60,-4.83%,-1.38%,-11.67%,"4,680,362",0.36%
CF,Basic Materials,S&P 500,6.54,12.09,0.20%,194.60M,-1.05%,15.27B,11.63,-17.41%,-9.83%,192.10M,0.04%,2.38B,-,0.99,97.00%,2.02% / 1.57,20.30%,8.72B,1.75,286.30%,-2.44%,3.87M,-7.34%,29.83,2.65,17.80%,86.30,-23.70%,16.67,4.74,-,46.00%,60.08 - 119.60,-7.22%,1.60,5.56,98.50%,52.80%,-33.90%,1.03,2.02%,6.00,22.10%,44.00%,31.57%,2.35,2700,6.50,-47.60%,40.40%,53.52,2.55% 2.59%,Yes,0.51,-51.50%,27.40%,1.07,77.85,Yes,0.51,Aug 02 AMC,13.20%,2.47M,79.05,2.60,-1.41%,5.66%,-2.82%,"2,636,873",1.54%
F,Consumer Cyclical,S&P 500,11.65,1.03,0.19%,4.00B,-1.48%,47.95B,6.37,-10.75%,-1.99%,3.92B,-14.75%,4.14B,-,0.45,52.90%,3.79% / 2.51,2.75%,169.82B,0.28,-111.10%,0.47%,148.52M,-7.36%,10.91,1.10,1.60%,14.41,-21.61%,10.68,1.12,-1.80%,9.70%,10.37 - 15.43,8.04%,0.60,9.05,-17.90%,3.90%,-22.48%,1.62,5.02%,1.00,0.20%,10.20%,15.28%,0.31,173000,1.20,11.90%,3.80%,27.0,1.87% 2.26%,Yes,3.28,188.20%,2.40%,0.75,11.83,Yes,2.15,Jul 27 AMC,57.90%,59.26M,11.96,2.70,-7.45%,-13.69%,-5.60%,"44,456,509",1.10%
DFS,Financial,S&P 500,6.46,14.45,0.50%,253.00M,-9.87%,23.34B,7.16,1.50%,-1.07%,248.09M,-8.89%,3.82B,0.94,3.17,85.00%,1.89% / 1.92,-7.23%,15.58B,1.5,-13.20%,-1.45%,4.69M,-16.38%,50.59,1.85,2.90%,117.65,-13.99%,34.41,2.71,6.90%,29.10%,87.64 - 122.50,-4.59%,2.80,3.43,21.10%,19.60%,-23.80%,1.44,3.00%,-,5.90%,-,6.50%,3.14,20200,-,47.20%,52.30%,29.93,2.93% 2.36%,Yes,1.58,-10.00%,24.50%,1.23,92.38,Yes,1.44,Jul 19 AMC,17.20%,2.44M,93.34,2.50,-9.07%,-15.95%,-11.70%,"2,991,823",1.04%
CE,Basic Materials,S&P 500,10.11,11.64,0.20%,108.89M,-6.59%,12.90B,9.15,33.86%,1.96%,108.33M,-3.48%,1.27B,4.68,2.38,96.60%,5.46% / 4.17,9.48%,10.30B,1.25,2.10%,-0.51%,5.91M,-2.91%,51.65,2.28,5.10%,129.10,2.60%,11.82,9.95,2.16%,23.20%,86.71 - 128.50,15.12%,2.80,11.91,20.50%,9.20%,-8.40%,1.31,2.38%,1.00,9.50%,21.80%,35.75%,3.1,13263,1.60,12.40%,9.20%,40.13,2.25% 2.35%,Yes,2.56,-50.30%,12.30%,0.74,117.93,Yes,2.29,Aug 07 AMC,23.80%,1.42M,117.7,2.70,-4.85%,-1.12%,5.64%,"1,053,582",-0.20%
UDR,Real Estate,S&P 500,28.79,1.33,0.30%,328.96M,-3.22%,12.58B,75.76,-65.51%,0.00%,327.71M,-10.84%,442.00M,-,0.14,103.11%,1.52% / 2.32,-4.52%,1.60B,7.89,-47.10%,-2.23%,4.99M,-14.59%,12.39,3.10,4.00%,45.83,-23.64%,0.00,8385.93,-,11.10%,37.18 - 50.36,-0.83%,1.68,34.11,-10.00%,2.60%,-23.73%,0.75,4.37%,-,8.80%,65.70%,3.31%,0.78,1317,-,9.60%,38.50%,30.56,1.66% 1.96%,Yes,1.33,6736.10%,27.70%,0.88,38.45,Yes,1.27,Jul 26 AMC,115.90%,2.15M,38.41,2.40,-4.80%,-7.98%,-6.07%,"1,893,599",-0.10%
ZBRA,Technology,S&P 500,21.72,12.52,0.59%,51.38M,3.83%,13.62B,22.76,22.93%,1.88%,51.03M,-10.69%,650.00M,4.70,0.83,91.00%,1.90% / 2.22,-2.63%,5.50B,2.48,-43.30%,0.27%,0.97M,-18.43%,58.24,4.67,8.70%,302.50,-20.11%,1.36,200.23,4.62%,23.10%,224.87 - 351.74,6.07%,-,93.26,39.70%,9.40%,-22.68%,1.67,-,0.50,9.20%,46.60%,20.95%,10.14,10500,1.00,-17.30%,16.00%,48.66,2.86% 3.50%,Yes,0.74,248.20%,11.80%,1.61,266.03,Yes,0.68,Aug 01 BMO,0.00%,435.36K,271.98,2.20,-0.39%,-4.14%,-3.71%,"699,104",2.24%
MRK,Healthcare,"DJIA, S&P 500",89.58,1.22,0.10%,2.54B,1.64%,272.27B,12.90,179.72%,-17.35%,2.54B,0.68%,3.11B,8.79,1.94,76.60%,0.56% / 1.84,-4.21%,58.31B,4.67,17.40%,0.65%,14.14M,2.53%,15.24,7.17,2.90%,124.32,19.95%,2.56,42.69,10.19%,7.10%,84.52 - 119.65,-1.58%,2.92,25.15,25.60%,20.90%,-8.73%,0.33,2.67%,1.00,8.10%,73.20%,29.20%,1.8,69000,1.30,3.00%,11.30%,56.29,1.40% 1.73%,Yes,0.95,-251.60%,5.30%,0.88,108.92,Yes,0.88,Aug 01 BMO,234.30%,7.67M,109.2,2.00,2.03%,0.19%,-0.13%,"6,709,584",0.26%
BKR,Energy,"NDX, S&P 500",31.07,1.14,0.16%,1.01B,-0.62%,35.45B,17.34,33.40%,-15.09%,1.01B,1.73%,1.15B,0.72,0.40,97.80%,1.58% / 2.24,25.12%,23.30B,1.52,-129.10%,0.62%,15.96M,9.30%,14.98,2.35,3.30%,39.75,42.46%,3.83,9.21,43.30%,7.90%,20.42 - 36.48,19.40%,0.80,20.46,-4.90%,0.60%,-3.34%,1.5,2.27%,0.90,4.20%,21.30%,72.72%,0.75,57000,1.30,25.10%,8.00%,56.18,1.78% 1.96%,Yes,0.44,148.20%,4.90%,0.58,34.87,Yes,0.39,Jul 19 BMO,65.70%,7.12M,35.26,2.00,-0.59%,5.89%,16.00%,"4,144,314",1.12%
JPM,Financial,"DJIA, S&P 500",9.58,15.55,0.10%,2.94B,-3.55%,430.42B,10.12,-7.94%,-6.03%,2.88B,-4.60%,46.06B,-,3.79,70.80%,0.67% / 1.96,6.79%,137.31B,3.13,-21.30%,0.11%,19.40M,5.04%,96.85,1.54,1.20%,169.66,21.52%,530.05,0.28,-4.33%,17.00%,101.28 - 159.38,11.09%,4.00,-,12.10%,6.50%,-6.53%,1.09,2.69%,-,7.70%,-,47.09%,2.5,300066,-,123.30%,51.90%,39.9,1.50% 1.43%,Yes,1.15,72.00%,33.50%,0.86,148.63,Yes,1.15,Jul 14 BMO,25.70%,9.92M,148.97,2.00,-3.96%,0.11%,7.34%,"8,505,484",0.23%
SLB,Energy,S&P 500,21.25,2.73,0.20%,1.42B,-2.72%,81.46B,15.76,23.27%,-3.94%,1.42B,1.34%,3.94B,0.65,0.78,85.80%,1.43% / 2.04,29.39%,31.19B,2.61,81.70%,3.94%,20.25M,4.03%,13.08,4.44,9.00%,65.65,63.93%,2.28,25.50,32.70%,22.00%,33.80 - 60.12,8.55%,1.00,24.81,34.00%,12.40%,-3.48%,1.81,1.72%,1.00,-1.60%,19.40%,71.69%,1.36,99000,1.30,19.60%,16.40%,57.21,1.91% 2.22%,Yes,0.72,7.30%,12.60%,0.72,57.89,Yes,0.61,Jul 21 BMO,30.70%,9.91M,58.03,1.80,0.06%,8.21%,12.10%,"7,094,582",0.24%
DD,Basic Materials,S&P 500,37.23,2.02,0.10%,459.20M,-1.21%,34.53B,18.06,20.81%,-3.44%,457.98M,-0.03%,963.00M,3.46,0.84,75.00%,1.26% / 1.73,12.72%,12.53B,2.76,-4.90%,0.18%,5.76M,-0.09%,56.89,1.33,11.30%,82.69,21.71%,10.67,7.07,10.75%,18.10%,49.52 - 78.74,9.86%,1.44,123.77,26.40%,3.90%,-4.24%,1.41,1.91%,2.30,2.20%,34.90%,52.26%,1.43,23000,3.00,-6.90%,13.30%,51.16,1.74% 1.86%,Yes,0.31,-21.20%,37.70%,1.03,74.83,Yes,0.30,Aug 02 BMO,14.00%,3.33M,75.4,2.20,-1.46%,3.23%,6.58%,"3,419,267",0.76%
CSCO,Technology,"DJIA, NDX, S&P 500",19.79,2.78,0.10%,4.09B,2.32%,222.54B,13.61,6.20%,-4.53%,4.07B,5.10%,11.47B,2.74,0.99,74.90%,1.52% / 3.18,14.19%,54.90B,4.05,12.70%,-0.08%,61.95M,7.94%,10.34,5.32,12.10%,55.65,17.96%,5.76,9.56,7.23%,28.00%,38.60 - 55.83,15.53%,1.56,13.21,8.20%,22.90%,-1.42%,0.94,2.83%,1.30,1.40%,62.00%,42.57%,0.92,83300,1.40,13.50%,25.90%,67.16,1.45% 1.37%,Yes,0.20,7.10%,20.90%,1.48,54.73,Yes,0.16,Aug 16 AMC,54.40%,19.47M,55.04,2.40,3.67%,6.07%,11.90%,"28,781,088",0.57%
JNJ,Healthcare,"DJIA, S&P 500",34.95,4.93,0.10%,2.60B,-0.78%,443.96B,15.24,5.28%,-1.89%,2.60B,2.44%,13.05B,8.10,2.67,70.80%,0.99% / 1.67,8.84%,97.77B,4.54,-13.70%,-0.37%,25.73M,9.01%,28.92,5.96,7.00%,182.90,2.93%,11.07,15.57,4.32%,17.60%,150.11 - 181.04,-2.35%,4.76,30.52,5.30%,15.40%,-4.72%,0.52,2.76%,0.90,4.40%,67.20%,14.91%,2.97,152700,1.10,6.30%,16.40%,57.44,1.65% 1.67%,Yes,0.61,8.60%,13.40%,3.22,174.01,Yes,0.45,Jul 20 BMO,91.70%,15.40M,172.49,2.40,0.32%,3.99%,4.23%,"49,580,127",-0.87%
NWL,Consumer Defensive,S&P 500,-,-0.75,0.20%,414.20M,-0.28%,4.41B,9.79,26.86%,-29.86%,412.52M,5.93%,-314.00M,-,0.23,94.80%,5.73% / 3.59,17.37%,8.55B,0.52,-67.50%,1.02%,23.65M,-31.11%,8.00,1.32,-,12.75,-50.05%,0.76,13.92,-9.42%,-,7.80 - 21.16,-19.42%,0.28,-,-21.60%,5.50%,-50.19%,1.0,2.66%,0.60,-0.20%,28.30%,35.13%,0.38,28000,1.30,-13.00%,-,56.26,3.00% 3.63%,Yes,1.61,-90.90%,-,0.75,10.34,Yes,1.43,Jul 28 BMO,192.89%,6.58M,10.54,2.50,-0.24%,10.17%,-11.81%,"4,960,969",1.93%
